;Slowenien;Slovénie;3'698'329;1'655;;3'695'832;;;;842;;;;
;Spanien;Espagne;17'431'391;69'850;4'900'175;1'779'727;;10'306'367;338'202;17'930;;;19'140;
;Tschechische Rep.;Tchèque, Rép.;571'021;152'675;;185'497;;;;;232'004;845;;
;Türkei;Turquie;6'611'635;66'013;;3'869'622;2'640'000;36'000;;;;;;
;Ukraine;Ukraine;396'007;359'950;;36'057;;;;;;;;
;Zypern;Chypre;238'336;;;;;238'336;;;;;;
;;;499'547'113;;;;;;;;;;;
;;;;;;;;;;;;;;
Afrika;Ägypten;Egypte;30'960;27'960;3'000;;;;;;;;;
Afrique;Botswana;Botswana;149'055;;;;;;149'055;;;;;
;Ghana;Ghana;838'750;838'750;;;;;;;;;;
;Kamerun;Cameroun;1'180;1'180;;;;;;;;;;
;Kenia;Kenya;125'600;125'600;;;;;;;;;;
;Niger;Niger;1'582;1'582;;;;;;;;;;
;Südafrika;Afrique du Sud;663'458;24'911;98'783;71'868;;;;;467'896;;;
;Tansania;Tanzanie;10'180;10'100;;80;;;;;;;;
;;;1'820'765;;;;;;;;;;;
;;;;;;;;;;;;;;
Amerika;Argentinien;Argentine;106'818;;106'818;;;;;;;;;
Amérique;Brasilien;Brésil;4'011'498;;;;;559'380;3'452'118;;;;;
;Chile;Chili;495'531;1'830;;;;;493'701;;;;;
;Ecuador;Equateur;157'796;;157'796;;;;;;;;;
;Kanada;Canada;9'878'149;489'968;;7'638'056;;15'832;451'760;;966'031;316'502;;
;U.S.A;U.S.A;28'791'931;1'664'866;645'253;1'805'326;1'453'448;260'000;1'050'814;;216'210;21'634'637;61'377;
;;;43'441'723;;;;;;;;;;;
;;;;;;;;;;;;;;
Asien;Arabische Emirate;Emirats arabes unis;1'304'809;735'672;178'475;279'270;;111'392;;;;;;
Asie;Bahrain;Bahreïn;1'746'250;750;;1'745'500;;;;;;;;
;Bangladesch;Bangladesh;60;60;;;;;;;;;;
;Hongkong;Hong-Kong;3'780;3'300;;480;;;;;;;;
;Indien;Inde;2'686'226;;;;;2'686'226;;;;;;
;Israel;Israël;1'711'118;;;;;;1'711'118;;;;;
;Japan;Japon;297'450;114'480;;182'970;;;;;;;;
;Jordanien;Jordanie;1'236'218;11'095;;31'723;8'400;;1'185'000;;;;;
;Katar;Qatar;76'100;76'100;;;;;;;;;;
;Korea (Süd);Corée (Sud);4'093'882;20'448;1'168'323;;144'300;131'047;;;2'629'764;;;
;Kuwait;Koweït;70'413;67'431;;2'982;;;;;;;;
;Libanon;Liban;121'186;118'186;;3'000;;;;;;;;
;Macao;Macao;13'300;13'300;;;;;;;;;;
;Malaysia;Malaisie;13'002'218;105'228;24'789;855;3'759'939;9'111'407;;;;;;
;Oman;Oman;159'284;;;;;159'284;;;;;;
;Pakistan;Pakistan;109'844'910;2'900;79'806'710;;;30'035'300;;;;;;
;Saudi-Arabien;Arabie Saoudite;32'108'081;22'740;16'324'800;40;;15'392'430;368'071;;;;;
;Singapur;Singapour;3'060'206;61'230;62'597;262'064;;583'915;;;2'090'400;;;
;Thailand;Thaïlande;2'400;2'400;;;;;;;;;;
;;;171'537'891;;;;;;;;;;;
;;;;;;;;;;;;;;
Australien ;Australien;Australie;5'526'460;13'419;2'830;5'510'211;;;;;;;;
Australie;Neuseeland;Nouvelle-Zélande;94'481;94'481;;;;;;;;;;
;;;5'620'941;;;;;;;;;;;
