;Tschechische Rep.;Tchèque, Rép.;543'884;479'188;30'794;16'275;;17'135;;;492;;;
;Türkei;Turquie;3'893'220;1'382'814;306'610;800;;2'153'043;49'830;;123;;;
;Ukraine;Ukraine;10'994;;;10'994;;;;;;;;
;Ungarn;Hongrie;2'667'626;9'636;500;2'472'047;;;;;185'443;;;
;;;343'226'331;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Afrika;Kenia;Kenya;112'544;109'044;;3'500;;;;;;;;
Afrique;Mauretanien;Mauritanie;10;10;;;;;;;;;;
;Südafrika;Afrique du Sud;1'225'474;2'683;35'879;17'216;;45'871;;;1'123'825;;;
;Tunesien;Tunisie;544689;;;;;;;;;544'689;;
;;;1'338'028;;;;;;;;;;;
;;;;;;;;;;;;;;
Amerika;Antillen, Niederl.;Antilles, Néerland.;800;800;;;;;;;;;;
Amerique;Bermuda;Bermudes;8'593;;;8'593;;;;;;;;
;Brasilien;Brésil;12'672'757;;468'544;2'995'804;;222'440;8'978'144;;7'825;;;
;Chile;Chili;1'156'300;;311'939;26'370;;780'490;37'501;;;;;
;Ecuador ;Equateur;14'467;9'245;2'587;;;2'635;;;;;;
;Kanada;Canada;1'746'260;1'219'232;;87'705;;;199'682;;;239'641;;
;Paraguay;Paraguay;381'860;;;381'860;;;;;;;;
;U.S.A;U.S.A;34'637'145;4'435'930;51'975;3'337'909;104'907;;;;4'140'238;22'225'148;341'038;
;;;50'618'182;;;;;;;;;;;
;;;;;;;;;;;;;;
Asien;Arabische Emirate;Emirats arabes unis;14'099'018;161'452;47'820;12'193'091;246'282;1'449'313;;;1'060;;;
Asie;Bahrain;Bahreïn;14'063'090;;12'192'074;1'095'000;;776'016;;;;;;
;Brunei;Brunei;366'822;;;366'822;;;;;;;;
;Hongkong;Hongkong;41'839;4'839;;37'000;;;;;;;;
;Indien;Inde;2'189'224;26'626;;;;2'156'972;;;;5'626;;
;Indonesien;Indonésie;121'472'890;1'950'245;57'030'063;4'903'179;;57'589'403;;;;;;
;Israel;Israel;126'066;;;;;;;;;126'066;;
;Japan;Japon;590'850;1'083;;440'822;;;;148'945;;;;
;Jordanien;Jordanie;402'589;402'589;;;;;;;;;;
;Kasachstan;Kazachstan ;562'300;544'000;;18'300;;;;;;;;
;Katar;Qatar;226'240;2'800;;223'440;;;;;;;;
;Korea (Süd);Corée (Sud);2'045'227;61'310;159'203;1'054'773;769'941;;;;;;;
;Kuwait;Koweït;66'475;41'794;;24'681;;;;;;;;
;Lebanon;Liban;954'432;944'860;9'572;;;;;;;;;
;Macau;Macao;388'189;379'773;;8'416;;;;;;;;
;Malaysia;Malaisie;1'061'565;51'627;;6;;100'500;;;909'432;;;
;Oman;Oman;1'100'997;13'288;;1'047'336;;;40'373;;;;;
;Pakistan;Pakistan;2'366'668;;626'425;;;1'740'243;;;;;;
;Saudi-Arabien;Arabie Saoudite;3'859'100;190'025;914'991;;;2'754'084;;;;;;
;Singapur;Singapour;1'261'443;133'850;28'966;582'370;;130'894;285'863;;99'500;;;
;Thailand;Thaïlande;229'500;;;229'500;;;;;;;;
;Vietnam;Vietnam;3'071;3'071;;;;;;;;;;
;;;167'477'595;;;;;;;;;;;
;;;;;;;;;;;;;;
Australien ;Australien;Australie;219'400;31'492;;180'663;;;7'245;;;;;
Australie;Franz. Polynesien;Polynésie française;10'136;10'136;;;;;;;;;;
;Neuseeland;Nouvelle-Zélande;66'439;64'439;;2'000;;;;;;;;
;;;295'975;;;;;;;;;;;
